Unnamed: 0,advice_to_mgmt,company_id,cons,cons_vader,date,employee_status,employee_title,helpful,location,post_index,pros,pros_conflict,pros_fun,pros_identity,pros_vader,rating_balance,rating_career,rating_comp,rating_culture,rating_mgmt,rating_overall,review_title,review_title_vader,whole_review_text,years_at_company,vader_pros,vader_cons,vader_review_title,flair_pros,flair_cons,stress_post,company_name,post_id,state,SEC filings,GICSSector,GICSSubIndustry,Headquarters Location,Date first added,CIK,Founded,Region,Division
203224,,2288_pepsico,Second son attitude towards KO. Wait to see what KO does then try to best it.,,Sat Feb 21 2015 18:07:01 GMT+0000 (Greenwich Mean Time),Former Employee , R&D,,"New York, NY",2288.0,"Everyone shows up to work, slackers are not welcome.",,,,,5.0,2.0,1.0,2.0,,2.0,Performance with purpose,,"Performance with purpose. Everyone shows up to work, slackers are not welcome.. Second son attitude towards KO. Wait to see what KO does then try to best it.",,-0.357,0.6369,0.0,-0.9869,-0.8961,0.0,pepsico,2288_pepsico,NY,reports,Consumer Staples,Soft Drinks,"Purchase, New York",,77476.0,1898,Northeast,Middle Atlantic
291185,,2423_fedex,The glass ceiling is very low and one can not help but to feel a bit stuck in your position.,,Sun Apr 17 2016 19:41:55 GMT+0100 (British Summer Time)," in Woodbridge, NJ",,,"Woodbridge, NJ",2423.0,"Easy to catch on and to get a quality understanding of what they do, and also it is good exercise.",,,,,4.0,2.0,2.0,3.0,3.0,3.0,Package handler,,"Package handler. Easy to catch on and to get a quality understanding of what they do, and also it is good exercise.. The glass ceiling is very low and one can not help but to feel a bit stuck in your position.",,0.7003,-0.5894,0.0,0.9977,-1.0,0.0,fedex,2423_fedex,NJ,reports,Industrials,Air Freight & Logistics,"Memphis, Tennessee",31/12/1980,1048911.0,,Northeast,Middle Atlantic
403795,,7053_bestbuy,"The pay sucks. Your raises are based on the ""stores"" total performance . So basically individually you could have did good, but if the store was under performing it will affect your raise. The managers are not good at rewarding the path to excellence points are a sorry way to reward the employees. The can be used for points in the store. That is lame.",,Thu Jul 31 2014 17:34:38 GMT+0100 (British Summer Time),Current Employee , Best Buy Sales Associate,,"Diberville, MS",7053.0,The discounts are awesome. The ability to stay knowledgeable on all the latest devices and services.,,,,,5.0,2.0,2.0,2.0,2.0,3.0,My Crazy Experience At Best Buy!!!!!,,"My Crazy Experience At Best Buy!!!!!. The discounts are awesome. The ability to stay knowledgeable on all the latest devices and services.. The pay sucks. Your raises are based on the ""stores"" total performance . So basically individually you could have did good, but if the store was under performing it will affect your raise. The managers are not good at rewarding the path to excellence points are a sorry way to reward the employees. The can be used for points in the store. That is lame.",,0.7506,0.1967,0.6083,0.988,-1.0,0.0,bestbuy,7053_bestbuy,MS,reports,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",29/06/1999,764478.0,,South,East South Central
216551,,130_firstrepublicbank,"The promotion of unqualified employees on the East Coast and creating another level of Management is not necessary and impedes productivity. Many of the new employees hired into the Company are having a negative affect on the expertise of the Company. FRB is known for a Private Client, experienced, educated, and ""worldly""employee base yet FRB is now hiring first year college graduates. The culture is also changing and the treatment of the employee is far from the first class they deliver to the client base.",,Sun Jan 07 2018 22:19:35 GMT+0000 (Greenwich Mean Time),Former Employee ,,,"New York, NY",130.0,"The Company values are changing in a negative direction toward the employee but thankfully, not the products and services offered the client which are still ""first class.""",,,,,2.0,2.0,3.0,2.0,2.0,3.0,Private Client Group Relationship Manager,,"Private Client Group Relationship Manager. The Company values are changing in a negative direction toward the employee but thankfully, not the products and services offered the client which are still ""first class."". The promotion of unqualified employees on the East Coast and creating another level of Management is not necessary and impedes productivity. Many of the new employees hired into the Company are having a negative affect on the expertise of the Company. FRB is known for a Private Client, experienced, educated, and ""worldly""employee base yet FRB is now hiring first year college graduates. The culture is also changing and the treatment of the employee is far from the first class they deliver to the client base.",,0.4939,-0.3612,0.0,-0.9906,-0.9998,0.0,firstrepublicbank,130_firstrepublicbank,NY,reports,Financials,Regional Banks,"San Francisco, California",02/01/2019,1132979.0,1985,Northeast,Middle Atlantic
135749,,1810_aon,"As a CSR, they have micromanaging goals beyond what I've ever seen in a call center environment. Impossible to advance and they do not foster growth well. You need to be near robotic to meet goals and their processes are confusing. You get one basic skill at first and they do not trust employees to handle much up front. There's no team environment and people at this company generally looked mad all day. You can tell a lot about a company's culture by walking through departments.... people are miserable and hate their jobs. The possibility of getting a new position is laughable. They gave an okay amount of time off but you could literally NEVER use it. People would purposely request days far in advance to block them off for themselves even if they had no PTO available since their systems don't have restrictions. I was requesting time off between June and February the following year and it was all blocked out.... for 8 months in advance!!! They do not allot for much or the teams abuse requests. Managers don't care about it regardless. I always felt trapped. It sounds silly but when you have PTO that expires every December and can't use any of it, it's not exactly a benefit. They have tons of health insurance options but it was like picking a Healthcare.gov plan.... high deductible low coverage and high rate. The BEST plan had a 2k deductible and 10% copay. Family rate was half my monthly salary. The cheap plans were all HSA based and terrible. There's literally nothing impressive about this company.",,Sat May 13 2017 05:05:59 GMT+0100 (British Summer Time),Former Employee , Customer Service Representative II,,"Orlando, FL",1810.0,"Nice area near the university and College Park, not much once you're inside. Occasionally they have food trucks but you get 30 minutes for lunch and generally have to wait 20 minutes for food and rush up to your desk to eat it. Their cafeteria was alright.",,,,,3.0,1.0,1.0,1.0,1.0,1.0,Customer Service Rep,,"Customer Service Rep. Nice area near the university and College Park, not much once you're inside. Occasionally they have food trucks but you get 30 minutes for lunch and generally have to wait 20 minutes for food and rush up to your desk to eat it. Their cafeteria was alright.. As a CSR, they have micromanaging goals beyond what I've ever seen in a call center environment. Impossible to advance and they do not foster growth well. You need to be near robotic to meet goals and their processes are confusing. You get one basic skill at first and they do not trust employees to handle much up front. There's no team environment and people at this company generally looked mad all day. You can tell a lot about a company's culture by walking through departments.... people are miserable and hate their jobs. The possibility of getting a new position is laughable. They gave an okay amount of time off but you could literally NEVER use it. People would purposely request days far in advance to block them off for themselves even if they had no PTO available since their systems don't have restrictions. I was requesting time off between June and February the following year and it was all blocked out.... for 8 months in advance!!! They do not allot for much or the teams abuse requests. Managers don't care about it regardless. I always felt trapped. It sounds silly but when you have PTO that expires every December and can't use any of it, it's not exactly a benefit. They have tons of health insurance options but it was like picking a Healthcare.gov plan.... high deductible low coverage and high rate. The BEST plan had a 2k deductible and 10% copay. Family rate was half my monthly salary. The cheap plans were all HSA based and terrible. There's literally nothing impressive about this company.",,0.5267,-0.9862,0.0,0.9617,-1.0,0.0,aon,1810_aon,FL,reports,Financials,Insurance Brokers,"London,�United Kingdom",23/04/1996,315293.0,1982 (1919),South,South Atlantic
276160,,9797_wallgreens,"They use to change management around from store to store every 3-6 months, I feel in certain situations they need to do that again, this way one can grow, learn and experience more. My current store manager has been in this store for almost 20 years, he has requested transfers and has been denied every time... as a store manage I feel that he too needs a change of scenery and environment to learn and grow and be a better manager, Right now he is so stressed out that he is thinking of quitting.... which would be a mistake.",,Thu Aug 13 2015 02:13:32 GMT+0100 (British Summer Time),Current Employee , SIMS Coordinator,,"Atlanta, GA",9797.0,"I have been with the company almost 10 years, I do love the Walgreen's they treat you with respect and they do try to accommodate you when you have medical or family issues.",,,,,4.0,4.0,5.0,4.0,3.0,4.0,Work Situations,,"Work Situations. I have been with the company almost 10 years, I do love the Walgreen's they treat you with respect and they do try to accommodate you when you have medical or family issues.. They use to change management around from store to store every 3-6 months, I feel in certain situations they need to do that again, this way one can grow, learn and experience more. My current store manager has been in this store for almost 20 years, he has requested transfers and has been denied every time... as a store manage I feel that he too needs a change of scenery and environment to learn and grow and be a better manager, Right now he is so stressed out that he is thinking of quitting.... which would be a mistake.",,0.875,-0.5293,0.0,0.9905,-0.9623,0.0,wallgreens,9797_wallgreens,GA,reports,Consumer Staples,Drug Retail,"Deerfield, Illinois",31/12/1979,1618921.0,2014,South,South Atlantic
24782,,5622_cvshealth,The demand and expectation is unrealistic especially for what they pay. Work life balance is non-existant.,,Thu Sep 03 2015 18:31:02 GMT+0100 (British Summer Time),Current Employee , Account Manager,,"Dallas, TX",5622.0,"A decent place to work, and decent benefits. We look foward to bonus time as those are pretty good.",,,,,2.0,3.0,3.0,3.0,3.0,3.0,Account Management,,"Account Management. A decent place to work, and decent benefits. We look foward to bonus time as those are pretty good.. The demand and expectation is unrealistic especially for what they pay. Work life balance is non-existant.",,0.9042,-0.2263,0.0,0.994,-0.9993,0.0,cvshealth,5622_cvshealth,TX,reports,Health Care,Health Care Services,"Woonsocket, Rhode Island",,64803.0,1996,South,West South Central
265859,,1299_staples,struggling with competition from other online companies,,Sun Dec 04 2016 05:36:00 GMT+0000 (Greenwich Mean Time)," in Hudson, MA",,,"Hudson, MA",1299.0,company is innovative and very entrepreneurial,,,,,2.0,3.0,3.0,3.0,3.0,4.0,Good company,,Good company. company is innovative and very entrepreneurial. struggling with competition from other online companies,,0.4404,-0.4215,0.4404,0.9982,-0.9759,0.0,staples,1299_staples,MA,,,,,,,,Northeast,New England
202219,,5185_macys,Not much negative to say. It is what you make it.,,Fri Jun 09 2017 09:36:55 GMT+0100 (British Summer Time),Current Employee , Associate Financial Planner,,"New York, NY",5185.0,"Decent Culture, Learning & Development",,,,,5.0,5.0,4.0,4.0,4.0,4.0,Good Experience,,"Good Experience. Decent Culture, Learning & Development. Not much negative to say. It is what you make it.",,0.0,0.4585,0.4404,0.9939,0.9986,0.0,macys,5185_macys,NY,,,,,,,,Northeast,Middle Atlantic
211719,,2741_ey,Staff are treated poorly. Bad review process.,,Wed Jul 01 2015 05:17:12 GMT+0100 (British Summer Time)," in New York, NY",,,"New York, NY",2741.0,Able to learn a lot and gain important experience in a short time,,,,,1.0,3.0,2.0,3.0,2.0,2.0,Staff accountant,,Staff accountant. Able to learn a lot and gain important experience in a short time. Staff are treated poorly. Bad review process.,,0.6369,-0.5423,0.0,0.9993,-0.9997,0.0,ey,2741_ey,NY,,,,,,,,Northeast,Middle Atlantic
46369,,2151_subway,There are no cons sorry,,Mon May 18 2015 12:53:23 GMT+0100 (British Summer Time),Former Employee , Sales Associate/Cashier,,"Perry, MI",2151.0,It's a great place to work. The only reason I quit was my lack of transportation.,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Cashier,,Cashier. It's a great place to work. The only reason I quit was my lack of transportation.. There are no cons sorry,,0.4215,-0.2448,0.0,0.9972,0.9952,0.0,subway,2151_subway,MI,,,,,,,,Midwest,East North Central
205234,,4197_citi,"Very political organization that changes quickly. Unstable risk, need to keep a close pulse to incoming changes, or you can suddenly find yourself in a worst place. Unfortunately, it's not always about what you know, or what you deliver.",,Sat Mar 08 2014 15:37:42 GMT+0000 (Greenwich Mean Time),Former Employee , Vice President,,"New York, NY",4197.0,"Global Bank with colleagues that will give you access to friends and colleagues from around the world. Talented professionals that you will be able to learn and benefit from. A true multi-national firm in every sense. Competitive pay, industry leader, and strong market share in financial industry",,,,,2.0,4.0,4.0,4.0,3.0,4.0,Strong multi-national bank with challenges,,"Strong multi-national bank with challenges. Global Bank with colleagues that will give you access to friends and colleagues from around the world. Talented professionals that you will be able to learn and benefit from. A true multi-national firm in every sense. Competitive pay, industry leader, and strong market share in financial industry. Very political organization that changes quickly. Unstable risk, need to keep a close pulse to incoming changes, or you can suddenly find yourself in a worst place. Unfortunately, it's not always about what you know, or what you deliver.",,0.9517,-0.8779,0.5574,0.999,-0.9956,0.0,citi,4197_citi,NY,reports,Financials,Diversified Banks,"New York, New York",31/05/1988,831001.0,,Northeast,Middle Atlantic
306947,,6479_amazon,"Because there is so much work, it takes a toll on you personally. Unless you move up and get people reporting into you, there is a pressure to do everything.",,Sun Aug 18 2019 14:11:50 GMT+0100 (British Summer Time),Current Employee , Senior Financial Analyst,,"Seattle, WA",6479.0,"Work is very fast pace and there is never a full moment. You can work on one big project or 100 small projects, choice is yours to make.",,,,,2.0,5.0,4.0,2.0,2.0,3.0,Great work experience. Comes at cost if personal life.,,"Great work experience. Comes at cost if personal life.. Work is very fast pace and there is never a full moment. You can work on one big project or 100 small projects, choice is yours to make.. Because there is so much work, it takes a toll on you personally. Unless you move up and get people reporting into you, there is a pressure to do everything.",,0.0,-0.296,0.6249,0.9977,-0.7049,0.0,amazon,6479_amazon,WA,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",18/11/2005,1018724.0,1994,West,Pacific
184505,,1769_ibm,I am constantly distracted from my primary development tasks. I am constantly engaged in operational support questions and there are no plans to staff a support or operations organization.,,Tue Apr 10 2018 17:03:14 GMT+0100 (British Summer Time),Current Employee , Full Stack Developer,,"Chicago, IL",1769.0,Well compensated. Current technologies are used.,,,,,1.0,3.0,4.0,1.0,2.0,1.0,Distraction Factory Destroying Productivity,,Distraction Factory Destroying Productivity. Well compensated. Current technologies are used.. I am constantly distracted from my primary development tasks. I am constantly engaged in operational support questions and there are no plans to staff a support or operations organization.,,0.2732,0.5423,-0.7351,0.9983,-0.9985,0.0,ibm,1769_ibm,IL,,,,,,,,Midwest,East North Central
411308,,840_oracle,Too political; too big; poor job on acquisitions with lots of attrition from those acquired,,Mon Oct 15 2018 19:30:36 GMT+0100 (British Summer Time),Former Employee ,,,"Cleveland, OH",840.0,Comptetive Salary; met lots of nice hard working people,,,,,3.0,3.0,4.0,3.0,3.0,3.0,Too Big... Too Old,,Too Big... Too Old. Comptetive Salary; met lots of nice hard working people. Too political; too big; poor job on acquisitions with lots of attrition from those acquired,,0.34,-0.4767,0.0,0.9948,-0.9999,0.0,oracle,840_oracle,OH,reports,Information Technology,Application Software,"Redwood Shores, California",31/08/1989,1341439.0,,Midwest,East North Central
169305,,4166_accenture,"Bloated corporation Top heavy - limiting in career trajectory and goals Treated as a number Self proclaimed meritocracy, but overly political Work life balance limited Not good for people who want to have home lives, a happy wife, or children They stretch the meaning if the words ""local role""",,Sun Apr 27 2014 14:30:53 GMT+0100 (British Summer Time),Current Employee , Systems Integration Consultant,,"Chicago, IL",4166.0,"People, culture, PTO, diverse experience for people fresh out of college. Great first job Highly motivate team mates Travel for those who want to see the world Training opportunities",,,,,1.0,3.0,2.0,4.0,2.0,4.0,"Cross industry experience, not great local roles or career advancement without full time travel",,"Cross industry experience, not great local roles or career advancement without full time travel. People, culture, PTO, diverse experience for people fresh out of college. Great first job Highly motivate team mates Travel for those who want to see the world Training opportunities. Bloated corporation Top heavy - limiting in career trajectory and goals Treated as a number Self proclaimed meritocracy, but overly political Work life balance limited Not good for people who want to have home lives, a happy wife, or children They stretch the meaning if the words ""local role""",,0.9041,0.38,-0.5096,0.9938,-1.0,0.0,accenture,4166_accenture,IL,reports,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",06/07/2011,1467373.0,1989,Midwest,East North Central
246918,,5155_wellsfargo,"Good luck trying to advance and move up if you're not, for lack of a better term, an a** kisser. Management acts as if they care about your advancement, but in turn will literally give positions to ""favorite "" employees... when sales goals left, quality work went with it. If you aren't best friends with your manager, you'll be stuck in your position . Recruiters reach out to managers about employees who are looking to post out, so if your manager doesnt want to let you go.... you wont go anywhere. So while you think you're moving in the right direction, someone is always there to knock you back down. The pay could be better. Saturday hours.",,Sat Jan 13 2018 03:36:36 GMT+0000 (Greenwich Mean Time),Current Employee , Personal Banker,,"Philadelphia, PA",5155.0,"No sales goals.... for now. PTO/Vacation time and paid holidays off. They recently added a few more paid holidays to pur 2018 calender, which is awesome. That's about it.",,,,,5.0,1.0,4.0,2.0,3.0,3.0,Personal Banker,,"Personal Banker. No sales goals.... for now. PTO/Vacation time and paid holidays off. They recently added a few more paid holidays to pur 2018 calender, which is awesome. That's about it.. Good luck trying to advance and move up if you're not, for lack of a better term, an a** kisser. Management acts as if they care about your advancement, but in turn will literally give positions to ""favorite "" employees... when sales goals left, quality work went with it. If you aren't best friends with your manager, you'll be stuck in your position . Recruiters reach out to managers about employees who are looking to post out, so if your manager doesnt want to let you go.... you wont go anywhere. So while you think you're moving in the right direction, someone is always there to knock you back down. The pay could be better. Saturday hours.",,0.8115,0.6143,0.0,-0.9978,-0.9997,0.0,wellsfargo,5155_wellsfargo,PA,reports,Financials,Diversified Banks,"San Francisco, California",30/06/1976,72971.0,,Northeast,Middle Atlantic
97655,,2329_safeway,The hours in the stores keep getting reduced making it more and more difficult to do our jobs. A lot of people that hold high positions in the company shop in the stores all around HQ so if things are not perfect 24/7 pictures are taken and then shot like a cannon thru company email.,,Mon Sep 24 2012 14:10:52 GMT+0100 (British Summer Time),Current Employee , Assistant Store Manager,,"Pleasanton, CA",2329.0,You learn a lot from people that have been around for awhile. Stores in the area are clean. You learn a lot of good skills (merchandising ect...)probably mostly due to the area.,,,,,2.0,4.0,3.0,3.0,3.0,3.0,"It was once fun, now it seems like the expectations far exceed the support needed for success",,"It was once fun, now it seems like the expectations far exceed the support needed for success. You learn a lot from people that have been around for awhile. Stores in the area are clean. You learn a lot of good skills (merchandising ect...)probably mostly due to the area.. The hours in the stores keep getting reduced making it more and more difficult to do our jobs. A lot of people that hold high positions in the company shop in the stores all around HQ so if things are not perfect 24/7 pictures are taken and then shot like a cannon thru company email.",,0.6808,-0.5506,0.9042,0.9979,-0.9916,0.0,safeway,2329_safeway,CA,,,,,,,,West,Pacific
369520,,626_centene,Majority of Management Sucks They hire managers with no industry experience which causes micro management since they are not knowledgeable about anything else at the company  Healthnet ruined EVERYTHING  NUMBERS matter the EMPLOYEES don’t,,Sun Feb 18 2018 16:01:26 GMT+0000 (Greenwich Mean Time),Current Employee , Business Analyst,,"Saint Louis, MO",626.0,The pay is somewhat Competitive,,,,,2.0,1.0,3.0,1.0,1.0,1.0,DONT BELIEVE THE HYPE!!!! Company now sucks!!!,,DONT BELIEVE THE HYPE!!!! Company now sucks!!!. The pay is somewhat Competitive. Majority of Management Sucks They hire managers with no industry experience which causes micro management since they are not knowledgeable about anything else at the company  Healthnet ruined EVERYTHING  NUMBERS matter the EMPLOYEES don’t,,0.0018,-0.7717,-0.5673,0.7988,-1.0,0.0,centene,626_centene,MO,reports,Health Care,Managed Health Care,"St Louis, Missouri",30/03/2016,1071739.0,,Midwest,West North Central
233842,,522_mmaximintegrated,The management is reluctant to promote engineer.,,Sat Sep 13 2014 03:54:56 GMT+0100 (British Summer Time),Current Employee , Test Development Engineer,,"Portland, OR",522.0,This is a stable and profitable company. They pay good salary and benefits. Every year they have summer picnic and Christmas party. Your family will enjoy it.,,,,,5.0,3.0,4.0,4.0,3.0,3.0,test system development,,test system development. This is a stable and profitable company. They pay good salary and benefits. Every year they have summer picnic and Christmas party. Your family will enjoy it.. The management is reluctant to promote engineer.,,0.9337,0.1531,0.0,0.9873,-0.9916,0.0,mmaximintegrated,522_mmaximintegrated,OR,reports,Information Technology,Semiconductors,"San Jose, California",03/12/2018,743316.0,1983,West,Pacific
319665,,154_alaskaairlines,"Salary, benefits, physical work environment (loud, difficult to concentrate).",,Fri Nov 02 2018 17:38:43 GMT+0000 (Greenwich Mean Time),Current Employee , Manager,,"Seattle, WA",154.0,Great people. Great operation.,,,,,1.0,3.0,2.0,4.0,2.0,2.0,Manager,,"Manager. Great people. Great operation.. Salary, benefits, physical work environment (loud, difficult to concentrate).",,0.8481,0.0258,0.0,0.9813,0.9345,0.0,alaskaairlines,154_alaskaairlines,WA,reports,Industrials,Airlines,"Seattle, Washington",13/05/2016,766421.0,1985,West,Pacific
107261,,998_ey,"Micromanagement, ridiculous hours, no work/life balance, commutes to clients assigned with disregard to distance, lack of flexibility and nearly everything else.",,Mon Mar 12 2018 20:51:34 GMT+0000 (Greenwich Mean Time),Former Employee , Assurance Staff,,"Los Angeles, CA",998.0,"American Express card, expense reimbursements, unlimited sick days and the bonus they provide when an employee passes their CPA exam",,,,,1.0,1.0,2.0,1.0,1.0,1.0,My only regret is not leaving sooner..,,"My only regret is not leaving sooner... American Express card, expense reimbursements, unlimited sick days and the bonus they provide when an employee passes their CPA exam. Micromanagement, ridiculous hours, no work/life balance, commutes to clients assigned with disregard to distance, lack of flexibility and nearly everything else.",,0.0516,-0.6908,-0.4215,0.9959,-0.9998,0.0,ey,998_ey,CA,,,,,,,,West,Pacific
12429,,5436_ups,There is little to no time for a life outside of work. Trust is almost nonexistent between management and non management employees.,,Mon Jul 13 2015 18:06:56 GMT+0100 (British Summer Time)," in Dallas, TX",,,"Dallas, TX",5436.0,They have great compensation and opportunities for advancement.,,,,,1.0,3.0,4.0,1.0,2.0,2.0,Driver,,Driver. They have great compensation and opportunities for advancement.. There is little to no time for a life outside of work. Trust is almost nonexistent between management and non management employees.,,0.7717,0.3353,0.0,0.997,-0.9944,0.0,ups,5436_ups,TX,,,,,,,,South,West South Central
261616,,1946_ey,"no work balance, have to work more than 60 hours in a week",,Fri Jun 10 2016 08:38:22 GMT+0100 (British Summer Time),"Associate Auditor Assurance in Newton, MA",,,"Newton, MA",1946.0,"great experience, great start for fresh graduate",,,,,3.0,5.0,5.0,3.0,3.0,5.0,Associate Auditor,,"Associate Auditor. great experience, great start for fresh graduate. no work balance, have to work more than 60 hours in a week",,0.8885,-0.296,0.0,0.9926,-0.9968,0.0,ey,1946_ey,MA,,,,,,,,Northeast,New England
303154,,77_ecolab,"slow process, too many meetings but low efficiency",,Wed Apr 08 2020 14:21:56 GMT+0100 (British Summer Time),Current Employee , Supply Chain Manager,,"Saint Paul, MN",77.0,"friendly and inclusive culture, work/life balance",,,,,5.0,4.0,4.0,4.0,4.0,4.0,Inclusive culture,,"Inclusive culture. friendly and inclusive culture, work/life balance. slow process, too many meetings but low efficiency",,0.4939,0.1531,0.0,0.9991,-0.9997,0.0,ecolab,77_ecolab,MN,reports,Materials,Specialty Chemicals,"St. Paul, Minnesota",31/01/1989,31462.0,,Midwest,West North Central
375782,,2279_subway,"Rude customers, minimum wage, never got a raise.",,Sun Feb 08 2015 12:13:39 GMT+0000 (Greenwich Mean Time),Former Employee , Sandwich Art,,"Des Moines, IA",2279.0,"I met new people, made friends, learned new skills.",,,,,4.0,5.0,1.0,4.0,1.0,5.0,Fun but unprofessional work environment.,,"Fun but unprofessional work environment.. I met new people, made friends, learned new skills.. Rude customers, minimum wage, never got a raise.",,0.4767,-0.4588,-0.5106,0.9991,-0.9998,0.0,subway,2279_subway,IA,,,,,,,,Midwest,West North Central
35170,,2156_dillard,"The company requires you to put up stock, merchandise, and still keep up with your sales quota. It's tough with a high volume of returns and getting a low commission off of sale shoes",,Tue Feb 18 2014 23:45:59 GMT+0000 (Greenwich Mean Time),Current Employee , Sales Associate,,"Lubbock, TX",2156.0,The pay is above average for an entry level job with no experience necessary. There is a seasoned employee who will train you and teach you the basics necessary to meet your quota.,,,,,5.0,1.0,2.0,3.0,2.0,3.0,Interesting job experience.,,"Interesting job experience.. The pay is above average for an entry level job with no experience necessary. There is a seasoned employee who will train you and teach you the basics necessary to meet your quota.. The company requires you to put up stock, merchandise, and still keep up with your sales quota. It's tough with a high volume of returns and getting a low commission off of sale shoes",,-0.3818,-0.3818,0.4019,-0.7747,-0.9393,0.0,dillard,2156_dillard,TX,,,,,,,,South,West South Central
412320,,1965_statefarm,"Commission structure is tough. Also, some agencies do not provide you benefits. Have to pay for your own medical, which is pretty expensive.",,Thu Jun 22 2017 16:20:24 GMT+0100 (British Summer Time),Current Employee , Agent Aspirant,,"Cincinnati, OH",1965.0,"Agency possibility. Work hard and your commission checks will look great. Gets you ready for agency, while teaching you the ins and outs",,,,,3.0,4.0,1.0,5.0,3.0,4.0,Agent Aspirant,,"Agent Aspirant. Agency possibility. Work hard and your commission checks will look great. Gets you ready for agency, while teaching you the ins and outs. Commission structure is tough. Also, some agencies do not provide you benefits. Have to pay for your own medical, which is pretty expensive.",,0.7351,0.0299,0.0,0.9959,-0.9995,0.0,statefarm,1965_statefarm,OH,,,,,,,,Midwest,East North Central
418103,,17833_jpmorgan,"With an organization so large, sometimes there can be too much bureaucracy",,Mon Jul 12 2010 05:39:27 GMT+0100 (British Summer Time),"Quality Control in Columbus, OH",,,"Columbus, OH",17833.0,"The Benefits are good, especially for those wishing to start a family",,,,,4.5,3.0,3.0,3.5,,4.0,quality,,"quality. The Benefits are good, especially for those wishing to start a family. With an organization so large, sometimes there can be too much bureaucracy",,0.7693,0.0,0.0,0.985,-0.9366,0.0,jpmorgan,17833_jpmorgan,OH,reports,Financials,Diversified Banks,"New York, New York",30/06/1975,19617.0,,Midwest,East North Central
357488,,2858_kohls,Too many hours as salary. Expected to work many hours over 50.,,Wed Mar 30 2016 16:36:59 GMT+0100 (British Summer Time),Current Employee , Operations Manager,,"Richmond, VA",2858.0,None come to mind at this time.,,,,,1.0,3.0,3.0,3.0,1.0,2.0,Operations manager,,Operations manager. None come to mind at this time.. Too many hours as salary. Expected to work many hours over 50.,,0.0,0.0,0.0,0.9657,-0.9944,0.0,kohls,2858_kohls,VA,reports,Consumer Discretionary,General Merchandise Stores,"Menomonee Falls, Wisconsin",,885639.0,1962,South,South Atlantic
402841,,2805_kroger,Hours. They don't like to give out hours. They would rather hire three people to do your job just to keep you and them from becoming full-time.,,Mon Sep 19 2016 10:19:33 GMT+0100 (British Summer Time),Current Employee , Grocery Clerk,,"Byram, MS",2805.0,Easy work and the non management are cool.,,,,,2.0,2.0,1.0,1.0,1.0,2.0,Run and look for better enployment,,Run and look for better enployment. Easy work and the non management are cool.. Hours. They don't like to give out hours. They would rather hire three people to do your job just to keep you and them from becoming full-time.,,0.6369,-0.2755,0.4404,0.9929,0.5812,0.0,kroger,2805_kroger,MS,reports,Consumer Staples,Food Retail,"Cincinnati, Ohio",,56873.0,1883,South,East South Central
105657,,789_dominos,Management is terrible. No flexibility. Always under staffed.,,Thu Mar 29 2018 16:15:44 GMT+0100 (British Summer Time),Former Employee , Dominos Delivery Driver,,"Temple City, CA",789.0,Good tips Meet great people delivering,,,,,1.0,1.0,1.0,2.0,1.0,1.0,Deliver Driver,,Deliver Driver. Good tips Meet great people delivering. Management is terrible. No flexibility. Always under staffed.,,0.7906,-0.6293,0.0,0.9537,-0.9999,0.0,dominos,789_dominos,CA,reports,Consumer Discretionary,Restaurants,"Ann Arbor, Michigan",12/05/2020,1286681.0,1960.0,West,Pacific
153426,,2495_panerabread,"Pay wasn't great, owners are racist,",,Thu Sep 17 2015 23:24:02 GMT+0100 (British Summer Time)," in Orlando, FL",,,"Orlando, FL",2495.0,"A job, 50%off food, fsst paced",,,,,5.0,,,3.0,,3.0,Cashier,,"Cashier. A job, 50%off food, fsst paced. Pay wasn't great, owners are racist,",,0.0,-0.8269,0.0,-0.9956,-0.9996,0.0,panerabread,2495_panerabread,FL,,,,,,,,South,South Atlantic
9742,,2737_atandt,Difficult to move to a different role,,Fri Dec 07 2018 01:34:23 GMT+0000 (Greenwich Mean Time),Current Employee , Retail Sales Consultant,,"San Antonio, TX",2737.0,Pays for college tuition,,,,,4.0,1.0,5.0,1.0,3.0,4.0,Great company to work for.,,Great company to work for.. Pays for college tuition. Difficult to move to a different role,,0.0,-0.3612,0.6249,0.9053,-0.9999,0.0,atandt,2737_atandt,TX,,,,,,,,South,West South Central
293630,,6046_ibm,"Due to large size, have to deal with some amount of unproductive processes",,Wed Jul 15 2015 19:27:01 GMT+0100 (British Summer Time),Former Employee , Applications Architect,,"Middletown, NJ",6046.0,"Good learning opportunities, flexibility, wide range of options to fit-in, focus of professionalism/ethics",,,,,4.0,4.0,4.0,5.0,4.0,4.0,Lot to learn from,,"Lot to learn from. Good learning opportunities, flexibility, wide range of options to fit-in, focus of professionalism/ethics. Due to large size, have to deal with some amount of unproductive processes",,0.7845,0.0,0.0,0.9964,-0.9949,0.0,ibm,6046_ibm,NJ,,,,,,,,Northeast,Middle Atlantic
